num_nodes,num_edges,branching_factor,solution_depth,heuristic_available,density,best_algorithm
35,559,31.943,1,1,0.9395,ASTAR
21,27,2.571,7,1,0.1286,ASTAR
45,299,13.289,2,1,0.302,HILL
18,48,5.333,1,0,0.3137,BFS
24,56,4.667,4,1,0.2029,HILL
50,221,8.84,10,1,0.1804,DFS
14,15,2.143,2,0,0.1648,BFS
38,168,8.842,2,1,0.239,HILL
39,89,4.564,3,1,0.1201,HILL
35,542,30.971,1,1,0.9109,ASTAR
21,110,10.476,4,0,0.5238,BFS
38,189,9.947,1,0,0.2688,BFS
41,461,22.488,9,1,0.5622,ASTAR
27,222,16.444,3,1,0.6325,ASTAR
43,297,13.814,9,0,0.3289,DFS
32,276,17.25,9,1,0.5565,ASTAR
46,559,24.304,6,1,0.5401,ASTAR
11,30,5.455,10,0,0.5455,DFS
27,55,4.074,8,1,0.1567,DFS
24,272,22.667,3,0,0.9855,BFS
25,160,12.8,9,0,0.5333,DFS
24,170,14.167,7,1,0.6159,ASTAR
21,65,6.19,4,1,0.3095,HILL
32,333,20.812,1,1,0.6714,ASTAR
46,190,8.261,10,0,0.1836,DFS
41,595,29.024,5,0,0.7256,DFS
15,21,2.8,4,0,0.2,BFS
40,39,1.95,6,0,0.05,BFS
31,397,25.613,3,1,0.8538,ASTAR
19,168,17.684,3,0,0.9825,BFS
33,523,31.697,2,1,0.9905,ASTAR
35,137,7.829,6,1,0.2303,ASTAR
20,130,13.0,8,1,0.6842,ASTAR
45,754,33.511,10,1,0.7616,ASTAR
47,405,17.234,7,1,0.3747,ASTAR
28,92,6.571,3,0,0.2434,BFS
46,445,19.348,10,0,0.43,DFS
30,342,22.8,4,0,0.7862,BFS
19,102,10.737,2,0,0.5965,BFS
30,114,7.6,2,1,0.2621,HILL
26,132,10.154,4,0,0.4062,BFS
16,107,13.375,1,0,0.8917,BFS
36,205,11.389,7,1,0.3254,ASTAR
32,310,19.375,7,0,0.625,DFS
46,711,30.913,4,0,0.687,BFS
12,29,4.833,1,1,0.4394,HILL
16,24,3.0,6,0,0.2,BFS
20,38,3.8,9,0,0.2,DFS
49,1036,42.286,1,1,0.881,ASTAR
20,174,17.4,7,0,0.9158,DFS
31,135,8.71,4,1,0.2903,HILL
44,314,14.273,5,1,0.3319,ASTAR
13,62,9.538,10,1,0.7949,ASTAR
33,33,2.0,7,0,0.0625,DFS
50,1032,41.28,4,0,0.8424,BFS
20,182,18.2,5,0,0.9579,DFS
17,55,6.471,7,1,0.4044,ASTAR
26,71,5.462,9,1,0.2185,DFS
34,411,24.176,3,1,0.7326,ASTAR
38,513,27.0,5,0,0.7297,DFS
46,108,4.696,3,0,0.1043,BFS
32,444,27.75,9,1,0.8952,ASTAR
47,511,21.745,9,0,0.4727,DFS
43,470,21.86,9,1,0.5205,ASTAR
25,267,21.36,5,0,0.89,DFS
12,43,7.167,10,0,0.6515,DFS
38,214,11.263,3,0,0.3044,BFS
18,27,3.0,7,0,0.1765,DFS
37,242,13.081,3,1,0.3634,HILL
14,24,3.429,7,1,0.2637,ASTAR
27,292,21.63,8,0,0.8319,DFS
49,1118,45.633,7,0,0.9507,DFS
19,163,17.158,10,0,0.9532,DFS
46,843,36.652,2,1,0.8145,ASTAR
32,480,30.0,7,1,0.9677,ASTAR
41,625,30.488,10,1,0.7622,ASTAR
27,232,17.185,3,1,0.661,ASTAR
31,383,24.71,4,0,0.8237,BFS
27,216,16.0,1,1,0.6154,ASTAR
29,187,12.897,5,1,0.4606,ASTAR
16,44,5.5,3,1,0.3667,HILL
38,365,19.211,5,1,0.5192,ASTAR
15,38,5.067,8,0,0.3619,DFS
36,531,29.5,9,1,0.8429,ASTAR
42,851,40.524,3,0,0.9884,BFS
42,454,21.619,3,0,0.5273,BFS
22,35,3.182,4,0,0.1515,BFS
33,392,23.758,4,1,0.7424,ASTAR
39,555,28.462,7,0,0.749,DFS
25,214,17.12,8,1,0.7133,ASTAR
40,639,31.95,9,1,0.8192,ASTAR
26,71,5.462,5,0,0.2185,BFS
20,165,16.5,4,0,0.8684,BFS
23,90,7.826,7,0,0.3557,DFS
10,40,8.0,3,0,0.8889,BFS
10,24,4.8,5,1,0.5333,ASTAR
27,242,17.926,7,1,0.6895,ASTAR
23,141,12.261,5,1,0.5573,ASTAR
10,42,8.4,6,1,0.9333,ASTAR
16,76,9.5,2,1,0.6333,ASTAR
50,714,28.56,5,1,0.5829,ASTAR
29,124,8.552,3,0,0.3054,BFS
48,874,36.417,6,0,0.7748,DFS
41,342,16.683,5,1,0.4171,ASTAR
12,48,8.0,10,0,0.7273,DFS
24,198,16.5,9,1,0.7174,ASTAR
32,290,18.125,5,0,0.5847,DFS
45,229,10.178,5,0,0.2313,BFS
26,311,23.923,3,1,0.9569,ASTAR
24,113,9.417,4,1,0.4094,HILL
31,220,14.194,5,1,0.4731,ASTAR
17,76,8.941,1,0,0.5588,BFS
22,149,13.545,2,1,0.645,ASTAR
36,90,5.0,3,0,0.1429,BFS
31,239,15.419,10,1,0.514,ASTAR
21,40,3.81,8,1,0.1905,DFS
21,100,9.524,1,0,0.4762,BFS
23,216,18.783,3,0,0.8538,BFS
15,30,4.0,10,1,0.2857,DFS
35,473,27.029,8,1,0.795,ASTAR
44,247,11.227,6,0,0.2611,BFS
43,237,11.023,1,0,0.2625,BFS
25,139,11.12,6,1,0.4633,ASTAR
34,548,32.235,10,1,0.9768,ASTAR
12,30,5.0,5,1,0.4545,ASTAR
48,1120,46.667,6,1,0.9929,ASTAR
18,104,11.556,8,1,0.6797,ASTAR
20,122,12.2,1,0,0.6421,BFS
18,71,7.889,1,0,0.4641,BFS
12,35,5.833,5,0,0.5303,BFS
16,98,12.25,1,0,0.8167,BFS
36,489,27.167,7,0,0.7762,DFS
40,757,37.85,3,0,0.9705,BFS
50,68,2.72,5,1,0.0555,ASTAR
43,318,14.791,10,0,0.3522,DFS
16,80,10.0,10,0,0.6667,DFS
16,78,9.75,4,0,0.65,BFS
43,248,11.535,6,1,0.2746,ASTAR
12,46,7.667,8,0,0.697,DFS
40,377,18.85,4,0,0.4833,BFS
15,28,3.733,10,1,0.2667,DFS
15,79,10.533,2,0,0.7524,BFS
24,139,11.583,5,1,0.5036,ASTAR
16,119,14.875,3,0,0.9917,BFS
33,442,26.788,6,1,0.8371,ASTAR
16,112,14.0,1,0,0.9333,BFS
20,103,10.3,6,1,0.5421,ASTAR
27,73,5.407,6,1,0.208,ASTAR
35,443,25.314,8,1,0.7445,ASTAR
40,470,23.5,3,0,0.6026,BFS
13,32,4.923,2,1,0.4103,HILL
40,621,31.05,8,0,0.7962,DFS
32,344,21.5,1,0,0.6935,BFS
41,155,7.561,7,1,0.189,ASTAR
26,185,14.231,1,0,0.5692,BFS
31,295,19.032,9,0,0.6344,DFS
25,270,21.6,6,1,0.9,ASTAR
45,957,42.533,10,0,0.9667,DFS
20,148,14.8,8,1,0.7789,ASTAR
14,75,10.714,6,0,0.8242,ASTAR
13,76,11.692,4,1,0.9744,ASTAR
25,64,5.12,8,1,0.2133,DFS
38,127,6.684,8,1,0.1807,DFS
41,803,39.171,1,0,0.9793,BFS
12,46,7.667,9,0,0.697,DFS
48,670,27.917,9,0,0.594,DFS
39,387,19.846,6,0,0.5223,DFS
39,377,19.333,9,1,0.5088,ASTAR
33,398,24.121,8,0,0.7538,DFS
24,23,1.917,6,1,0.0833,ASTAR
28,307,21.929,9,1,0.8122,ASTAR
12,21,3.5,8,0,0.3182,DFS
36,144,8.0,5,0,0.2286,BFS
35,254,14.514,8,0,0.4269,DFS
16,111,13.875,7,0,0.925,DFS
47,298,12.681,8,1,0.2757,DFS
42,178,8.476,8,0,0.2067,DFS
13,67,10.308,10,1,0.859,ASTAR
21,197,18.762,10,0,0.9381,DFS
18,43,4.778,7,1,0.281,ASTAR
34,461,27.118,10,0,0.8217,DFS
31,180,11.613,8,0,0.3871,DFS
48,1096,45.667,5,1,0.9716,ASTAR
45,691,30.711,4,0,0.698,BFS
28,378,27.0,6,0,1.0,DFS
21,148,14.095,9,1,0.7048,ASTAR
32,318,19.875,8,1,0.6411,ASTAR
44,335,15.227,7,0,0.3541,DFS
11,34,6.182,3,0,0.6182,BFS
22,89,8.091,3,1,0.3853,HILL
19,33,3.474,5,0,0.193,BFS
12,33,5.5,8,0,0.5,DFS
45,929,41.289,4,1,0.9384,ASTAR
28,367,26.214,1,1,0.9709,ASTAR
30,311,20.733,1,0,0.7149,BFS
22,179,16.273,8,0,0.7749,DFS
33,418,25.333,10,0,0.7917,DFS
22,96,8.727,8,0,0.4156,DFS
14,36,5.143,3,0,0.3956,BFS
37,321,17.351,9,1,0.482,ASTAR
47,568,24.17,1,1,0.5254,HILL
19,28,2.947,3,1,0.1637,HILL
50,665,26.6,8,1,0.5429,ASTAR
30,298,19.867,4,0,0.6851,BFS
42,204,9.714,7,1,0.2369,ASTAR
24,249,20.75,4,1,0.9022,ASTAR
28,138,9.857,10,1,0.3651,ASTAR
10,17,3.4,6,1,0.3778,ASTAR
49,547,22.327,1,1,0.4651,HILL
17,65,7.647,5,1,0.4779,ASTAR
43,883,41.07,6,1,0.9779,ASTAR
28,360,25.714,4,1,0.9524,ASTAR
16,36,4.5,9,0,0.3,DFS
23,193,16.783,4,1,0.7628,ASTAR
23,159,13.826,7,0,0.6285,DFS
19,24,2.526,8,1,0.1404,DFS
14,19,2.714,3,1,0.2088,HILL
46,886,38.522,4,1,0.856,ASTAR
38,682,35.895,7,1,0.9701,ASTAR
34,154,9.059,9,0,0.2745,DFS
49,177,7.224,10,0,0.1505,DFS
14,58,8.286,9,0,0.6374,DFS
29,338,23.31,2,1,0.8325,ASTAR
38,427,22.474,7,0,0.6074,DFS
44,268,12.182,3,1,0.2833,HILL
44,345,15.682,3,1,0.3647,HILL
33,522,31.636,1,0,0.9886,BFS
10,35,7.0,9,0,0.7778,DFS
32,139,8.688,7,0,0.2802,DFS
24,180,15.0,5,0,0.6522,BFS
45,516,22.933,9,0,0.5212,DFS
14,45,6.429,2,0,0.4945,BFS
41,378,18.439,6,0,0.461,DFS
25,75,6.0,5,0,0.25,BFS
30,277,18.467,8,1,0.6368,ASTAR
29,383,26.414,10,0,0.9433,DFS
33,445,26.97,6,1,0.8428,ASTAR
30,155,10.333,4,1,0.3563,HILL
33,100,6.061,6,1,0.1894,ASTAR
32,427,26.688,5,1,0.8609,ASTAR
21,185,17.619,10,0,0.881,DFS
18,67,7.444,5,0,0.4379,BFS
42,687,32.714,1,1,0.7979,ASTAR
23,31,2.696,9,1,0.1225,DFS
44,526,23.909,3,1,0.556,ASTAR
47,641,27.277,3,1,0.593,ASTAR
15,64,8.533,6,0,0.6095,DFS
42,184,8.762,8,0,0.2137,DFS
46,720,31.304,3,1,0.6957,ASTAR
12,25,4.167,8,0,0.3788,DFS
33,151,9.152,1,0,0.286,BFS
33,230,13.939,8,1,0.4356,ASTAR
12,52,8.667,6,0,0.7879,ASTAR
26,321,24.692,9,0,0.9877,DFS
34,407,23.941,10,0,0.7255,DFS
34,261,15.353,9,1,0.4652,ASTAR
32,280,17.5,8,0,0.5645,DFS
18,129,14.333,3,0,0.8431,BFS
27,134,9.926,3,0,0.3818,BFS
48,289,12.042,4,1,0.2562,HILL
17,77,9.059,8,1,0.5662,ASTAR
20,184,18.4,7,0,0.9684,DFS
18,58,6.444,3,0,0.3791,BFS
19,32,3.368,3,1,0.1871,HILL
43,457,21.256,10,0,0.5061,DFS
28,70,5.0,4,1,0.1852,HILL
40,532,26.6,3,0,0.6821,BFS
48,339,14.125,10,0,0.3005,DFS
42,311,14.81,3,1,0.3612,HILL
48,187,7.792,4,1,0.1658,HILL
16,17,2.125,4,1,0.1417,HILL
48,244,10.167,3,1,0.2163,HILL
48,126,5.25,9,0,0.1117,DFS
18,17,1.889,7,1,0.1111,ASTAR
12,55,9.167,9,1,0.8333,ASTAR
40,429,21.45,6,0,0.55,DFS
26,269,20.692,4,0,0.8277,BFS
44,461,20.955,5,0,0.4873,DFS
10,43,8.6,2,0,0.9556,BFS
23,198,17.217,6,1,0.7826,ASTAR
19,127,13.368,10,1,0.7427,ASTAR
44,476,21.636,10,1,0.5032,ASTAR
35,242,13.829,7,1,0.4067,ASTAR
45,612,27.2,8,1,0.6182,ASTAR
46,397,17.261,7,0,0.3836,DFS
17,111,13.059,4,1,0.8162,ASTAR
20,44,4.4,4,1,0.2316,HILL
45,672,29.867,1,0,0.6788,BFS
50,59,2.36,2,0,0.0482,BFS
48,938,39.083,2,0,0.8316,BFS
33,72,4.364,10,0,0.1364,DFS
35,567,32.4,5,0,0.9529,DFS
21,183,17.429,8,1,0.8714,ASTAR
43,334,15.535,4,0,0.3699,BFS
42,569,27.095,4,0,0.6609,BFS
33,154,9.333,1,0,0.2917,BFS
27,230,17.037,6,1,0.6553,ASTAR
22,153,13.909,1,0,0.6623,BFS
45,335,14.889,9,1,0.3384,DFS
27,141,10.444,10,0,0.4017,DFS
35,38,2.171,5,0,0.0639,BFS
16,86,10.75,2,1,0.7167,ASTAR
17,118,13.882,9,1,0.8676,ASTAR
46,301,13.087,8,1,0.2908,DFS
25,197,15.76,8,1,0.6567,ASTAR
11,40,7.273,2,1,0.7273,ASTAR
50,500,20.0,4,1,0.4082,HILL
32,295,18.438,9,0,0.5948,DFS
26,152,11.692,5,0,0.4677,ASTAR
14,83,11.857,3,1,0.9121,ASTAR
23,250,21.739,10,1,0.9881,ASTAR
22,148,13.455,4,0,0.6407,BFS
26,130,10.0,4,0,0.4,BFS
49,777,31.714,3,0,0.6607,BFS
15,100,13.333,8,0,0.9524,DFS
44,86,3.909,8,1,0.0909,DFS
41,628,30.634,5,1,0.7659,ASTAR
42,327,15.571,7,0,0.3798,DFS
18,30,3.333,9,1,0.1961,DFS
44,76,3.455,9,1,0.0803,DFS
21,137,13.048,2,1,0.6524,ASTAR
10,10,2.0,4,1,0.2222,HILL
30,214,14.267,10,1,0.492,ASTAR
26,146,11.231,5,1,0.4492,ASTAR
31,217,14.0,3,1,0.4667,HILL
36,416,23.111,6,1,0.6603,ASTAR
21,166,15.81,3,0,0.7905,BFS
27,146,10.815,9,1,0.416,ASTAR
22,58,5.273,3,1,0.2511,HILL
21,127,12.095,8,0,0.6048,DFS
50,1107,44.28,9,1,0.9037,ASTAR
29,156,10.759,9,0,0.3842,DFS
20,34,3.4,4,1,0.1789,HILL
50,246,9.84,8,1,0.2008,DFS
33,318,19.273,9,1,0.6023,ASTAR
36,159,8.833,6,0,0.2524,BFS
44,221,10.045,5,1,0.2336,ASTAR
42,540,25.714,8,0,0.6272,DFS
28,264,18.857,3,0,0.6984,BFS
31,245,15.806,10,1,0.5269,ASTAR
14,23,3.286,3,1,0.2527,HILL
30,363,24.2,5,1,0.8345,ASTAR
35,311,17.771,8,1,0.5227,ASTAR
43,503,23.395,7,0,0.557,DFS
11,18,3.273,4,1,0.3273,HILL
15,40,5.333,3,1,0.381,HILL
14,73,10.429,9,0,0.8022,DFS
35,570,32.571,2,0,0.958,BFS
19,39,4.105,7,1,0.2281,ASTAR
28,253,18.071,3,0,0.6693,BFS
20,26,2.6,1,1,0.1368,HILL
30,272,18.133,8,1,0.6253,ASTAR
18,62,6.889,10,1,0.4052,ASTAR
50,1204,48.16,7,1,0.9829,ASTAR
40,591,29.55,4,0,0.7577,BFS
33,243,14.727,5,0,0.4602,BFS
43,876,40.744,3,1,0.9701,ASTAR
44,51,2.318,8,1,0.0539,DFS
37,335,18.108,10,0,0.503,DFS
45,426,18.933,4,1,0.4303,HILL
37,440,23.784,4,0,0.6607,BFS
34,420,24.706,4,1,0.7487,ASTAR
50,539,21.56,9,1,0.44,ASTAR
44,871,39.591,5,1,0.9207,ASTAR
14,36,5.143,3,1,0.3956,HILL
39,670,34.359,8,1,0.9042,ASTAR
41,232,11.317,6,0,0.2829,BFS
44,65,2.955,3,0,0.0687,BFS
18,129,14.333,1,0,0.8431,BFS
10,41,8.2,4,1,0.9111,ASTAR
41,420,20.488,8,0,0.5122,DFS
19,32,3.368,5,1,0.1871,ASTAR
40,224,11.2,4,1,0.2872,HILL
10,17,3.4,4,1,0.3778,HILL
38,290,15.263,1,0,0.4125,BFS
16,81,10.125,4,1,0.675,ASTAR
29,193,13.31,3,0,0.4754,BFS
45,577,25.644,2,1,0.5828,ASTAR
29,129,8.897,6,0,0.3177,DFS
17,46,5.412,7,1,0.3382,ASTAR
27,325,24.074,2,1,0.9259,ASTAR
10,12,2.4,10,1,0.2667,DFS
19,113,11.895,2,0,0.6608,BFS
15,101,13.467,10,1,0.9619,ASTAR
50,171,6.84,1,1,0.1396,HILL
44,853,38.773,2,0,0.9017,BFS
30,314,20.933,6,1,0.7218,ASTAR
11,54,9.818,7,1,0.9818,ASTAR
26,45,3.462,8,1,0.1385,DFS
44,756,34.364,8,0,0.7992,DFS
44,399,18.136,6,1,0.4218,ASTAR
48,375,15.625,2,0,0.3324,BFS
26,302,23.231,6,1,0.9292,ASTAR
50,1085,43.4,7,0,0.8857,DFS
49,793,32.367,10,0,0.6743,DFS
14,81,11.571,7,0,0.8901,DFS
41,604,29.463,3,1,0.7366,ASTAR
30,85,5.667,2,0,0.1954,BFS
18,62,6.889,1,0,0.4052,BFS
22,46,4.182,1,1,0.1991,HILL
43,680,31.628,10,1,0.753,ASTAR
24,178,14.833,2,0,0.6449,BFS
23,189,16.435,8,0,0.747,DFS
50,173,6.92,6,1,0.1412,ASTAR
13,46,7.077,9,0,0.5897,DFS
29,67,4.621,4,0,0.165,BFS
24,159,13.25,7,0,0.5761,DFS
25,115,9.2,9,1,0.3833,ASTAR
50,782,31.28,8,1,0.6384,ASTAR
20,65,6.5,9,1,0.3421,DFS
20,155,15.5,10,1,0.8158,ASTAR
30,310,20.667,6,1,0.7126,ASTAR
50,930,37.2,6,0,0.7592,DFS
23,118,10.261,9,1,0.4664,ASTAR
38,495,26.053,7,0,0.7041,DFS
28,332,23.714,1,0,0.8783,BFS
29,31,2.138,5,0,0.0764,BFS
30,40,2.667,5,0,0.092,BFS
39,402,20.615,3,0,0.5425,BFS
47,557,23.702,4,1,0.5153,HILL
15,87,11.6,7,0,0.8286,DFS
30,434,28.933,8,0,0.9977,DFS
46,884,38.435,2,1,0.8541,ASTAR
46,435,18.913,2,0,0.4203,BFS
31,208,13.419,7,1,0.4473,ASTAR
17,127,14.941,4,0,0.9338,BFS
50,832,33.28,1,1,0.6792,ASTAR
30,305,20.333,10,0,0.7011,DFS
24,62,5.167,1,1,0.2246,HILL
48,1080,45.0,2,0,0.9574,BFS
35,185,10.571,3,1,0.3109,HILL
46,808,35.13,1,1,0.7807,ASTAR
35,547,31.257,7,0,0.9193,DFS
40,611,30.55,4,1,0.7833,ASTAR
46,245,10.652,9,0,0.2367,DFS
27,246,18.222,6,0,0.7009,DFS
36,468,26.0,6,1,0.7429,ASTAR
32,335,20.938,1,1,0.6754,ASTAR
32,346,21.625,8,0,0.6976,DFS
24,74,6.167,6,0,0.2681,BFS
15,28,3.733,1,0,0.2667,BFS
19,91,9.579,1,1,0.5322,HILL
17,55,6.471,8,1,0.4044,ASTAR
23,211,18.348,9,0,0.834,DFS
43,810,37.674,5,1,0.897,ASTAR
19,22,2.316,7,0,0.1287,DFS
13,48,7.385,4,1,0.6154,ASTAR
10,14,2.8,7,1,0.3111,ASTAR
33,474,28.727,2,0,0.8977,BFS
34,269,15.824,7,0,0.4795,DFS
41,651,31.756,9,0,0.7939,DFS
42,509,24.238,9,0,0.5912,DFS
43,354,16.465,6,1,0.392,ASTAR
20,23,2.3,6,1,0.1211,ASTAR
29,148,10.207,9,1,0.3645,ASTAR
50,576,23.04,7,0,0.4702,DFS
27,141,10.444,3,1,0.4017,HILL
18,39,4.333,7,0,0.2549,DFS
46,201,8.739,7,1,0.1942,ASTAR
31,259,16.71,9,0,0.557,DFS
18,68,7.556,3,1,0.4444,HILL
43,180,8.372,7,0,0.1993,DFS
46,984,42.783,3,1,0.9507,ASTAR
44,779,35.409,2,0,0.8235,BFS
19,25,2.632,6,1,0.1462,ASTAR
29,254,17.517,5,0,0.6256,BFS
18,64,7.111,1,1,0.4183,HILL
49,520,21.224,10,0,0.4422,DFS
11,32,5.818,2,1,0.5818,ASTAR
48,1007,41.958,6,0,0.8927,DFS
41,525,25.61,3,0,0.6402,BFS
12,37,6.167,1,1,0.5606,ASTAR
24,213,17.75,4,0,0.7717,BFS
38,668,35.158,8,1,0.9502,ASTAR
25,242,19.36,7,0,0.8067,DFS
34,353,20.765,7,0,0.6292,DFS
38,504,26.526,1,0,0.7169,BFS
35,74,4.229,9,1,0.1244,DFS
50,149,5.96,4,1,0.1216,HILL
29,174,12.0,8,0,0.4286,DFS
49,159,6.49,9,0,0.1352,DFS
38,129,6.789,9,0,0.1835,DFS
47,323,13.745,7,1,0.2988,ASTAR
11,21,3.818,8,0,0.3818,DFS
15,46,6.133,6,0,0.4381,BFS
15,28,3.733,8,1,0.2667,DFS
34,556,32.706,10,0,0.9911,DFS
34,77,4.529,3,1,0.1373,HILL
19,59,6.211,3,0,0.345,BFS
13,65,10.0,5,1,0.8333,ASTAR
38,332,17.474,3,0,0.4723,BFS
22,21,1.909,10,1,0.0909,DFS
41,550,26.829,9,0,0.6707,DFS
41,283,13.805,4,1,0.3451,HILL
38,118,6.211,10,0,0.1679,DFS
45,328,14.578,10,0,0.3313,DFS
19,32,3.368,6,0,0.1871,BFS
12,53,8.833,10,1,0.803,ASTAR
15,20,2.667,2,1,0.1905,HILL
20,91,9.1,10,0,0.4789,DFS
47,783,33.319,1,0,0.7243,BFS
30,217,14.467,7,0,0.4989,DFS
45,110,4.889,5,1,0.1111,ASTAR
27,194,14.37,9,1,0.5527,ASTAR
23,178,15.478,1,0,0.7036,BFS
50,1132,45.28,2,1,0.9241,ASTAR
48,635,26.458,7,1,0.5629,ASTAR
46,683,29.696,6,0,0.6599,DFS
41,572,27.902,8,1,0.6976,ASTAR
49,524,21.388,5,0,0.4456,DFS
11,39,7.091,2,0,0.7091,BFS
36,458,25.444,1,1,0.727,ASTAR
50,483,19.32,1,0,0.3943,BFS
26,59,4.538,5,1,0.1815,ASTAR
30,421,28.067,1,0,0.9678,BFS
31,232,14.968,10,0,0.4989,DFS
22,105,9.545,6,1,0.4545,ASTAR
12,52,8.667,3,1,0.7879,ASTAR
39,587,30.103,6,1,0.7922,ASTAR
36,92,5.111,9,1,0.146,DFS
30,313,20.867,9,0,0.7195,DFS
31,439,28.323,6,0,0.9441,DFS
27,41,3.037,6,1,0.1168,ASTAR
20,165,16.5,10,1,0.8684,ASTAR
17,126,14.824,5,1,0.9265,ASTAR
27,237,17.556,2,1,0.6752,ASTAR
33,263,15.939,5,0,0.4981,DFS
17,63,7.412,1,0,0.4632,BFS
38,555,29.211,1,1,0.7895,ASTAR
19,66,6.947,6,1,0.386,ASTAR
43,359,16.698,6,0,0.3976,BFS
43,734,34.14,3,0,0.8128,BFS
39,434,22.256,9,0,0.5857,DFS
12,54,9.0,10,0,0.8182,DFS
12,17,2.833,9,1,0.2576,DFS
29,355,24.483,4,1,0.8744,ASTAR
28,168,12.0,9,1,0.4444,ASTAR
17,50,5.882,3,0,0.3676,BFS
10,45,9.0,9,0,1.0,DFS
32,312,19.5,6,1,0.629,ASTAR
28,320,22.857,4,0,0.8466,BFS
49,741,30.245,9,1,0.6301,ASTAR
11,40,7.273,1,0,0.7273,BFS
15,68,9.067,7,0,0.6476,DFS
47,959,40.809,10,1,0.8871,ASTAR
22,203,18.455,9,0,0.8788,DFS
39,619,31.744,3,0,0.8354,BFS
39,137,7.026,8,1,0.1849,DFS
39,519,26.615,4,0,0.7004,BFS
49,576,23.51,6,1,0.4898,ASTAR
31,433,27.935,6,1,0.9312,ASTAR
14,73,10.429,2,1,0.8022,ASTAR
20,91,9.1,6,0,0.4789,HILL
16,56,7.0,9,0,0.4667,DFS
44,515,23.409,7,1,0.5444,ASTAR
25,105,8.4,8,1,0.35,ASTAR
23,230,20.0,10,1,0.9091,ASTAR
37,616,33.297,6,0,0.9249,DFS
14,86,12.286,8,0,0.9451,DFS
39,371,19.026,9,0,0.5007,DFS
21,98,9.333,7,0,0.4667,DFS
48,823,34.292,6,1,0.7296,ASTAR
13,23,3.538,4,0,0.2949,BFS
50,49,1.96,3,0,0.04,BFS
28,226,16.143,10,1,0.5979,ASTAR
30,182,12.133,10,1,0.4184,ASTAR
37,388,20.973,2,0,0.5826,BFS
42,454,21.619,3,1,0.5273,HILL
45,98,4.356,1,1,0.099,HILL
28,42,3.0,4,1,0.1111,HILL
35,359,20.514,7,1,0.6034,ASTAR
44,259,11.773,3,1,0.2738,HILL
45,437,19.422,6,1,0.4414,ASTAR
18,51,5.667,1,0,0.3333,BFS
19,142,14.947,7,0,0.8304,DFS
36,501,27.833,10,1,0.7952,ASTAR
39,559,28.667,7,1,0.7544,ASTAR
24,70,5.833,7,0,0.2536,DFS
25,280,22.4,5,1,0.9333,ASTAR
46,420,18.261,1,0,0.4058,BFS
33,89,5.394,10,1,0.1686,DFS
15,32,4.267,9,1,0.3048,DFS
15,80,10.667,10,0,0.7619,DFS
50,208,8.32,9,1,0.1698,DFS
31,303,19.548,1,1,0.6516,ASTAR
40,626,31.3,6,1,0.8026,ASTAR
28,175,12.5,3,0,0.463,BFS
48,669,27.875,10,1,0.5931,ASTAR
40,631,31.55,3,0,0.809,BFS
28,346,24.714,1,1,0.9153,ASTAR
18,146,16.222,2,1,0.9542,ASTAR
49,623,25.429,5,1,0.5298,ASTAR
17,93,10.941,3,0,0.6838,BFS
33,445,26.97,3,1,0.8428,ASTAR
25,272,21.76,3,0,0.9067,BFS
15,32,4.267,10,0,0.3048,DFS
36,427,23.722,4,1,0.6778,ASTAR
20,72,7.2,10,1,0.3789,ASTAR
26,84,6.462,1,0,0.2585,BFS
40,347,17.35,8,0,0.4449,DFS
34,518,30.471,5,0,0.9234,DFS
37,48,2.595,5,1,0.0721,ASTAR
30,300,20.0,1,0,0.6897,BFS
50,773,30.92,7,1,0.631,ASTAR
27,76,5.63,5,1,0.2165,ASTAR
25,123,9.84,9,1,0.41,ASTAR
21,100,9.524,9,0,0.4762,DFS
14,14,2.0,7,0,0.1538,DFS
38,396,20.842,4,1,0.5633,ASTAR
12,12,2.0,10,0,0.1818,DFS
48,491,20.458,10,0,0.4353,DFS
17,27,3.176,10,0,0.1985,DFS
46,867,37.696,3,0,0.8377,BFS
26,175,13.462,8,0,0.5385,DFS
27,244,18.074,6,1,0.6952,ASTAR
14,48,6.857,1,1,0.5275,HILL
13,45,6.923,5,0,0.5769,HILL
22,177,16.091,7,0,0.7662,DFS
16,33,4.125,9,1,0.275,DFS
16,71,8.875,5,0,0.5917,BFS
46,790,34.348,5,1,0.7633,ASTAR
41,192,9.366,1,0,0.2341,BFS
27,103,7.63,6,1,0.2934,ASTAR
42,765,36.429,8,1,0.8885,ASTAR
14,82,11.714,4,0,0.9011,BFS
40,163,8.15,10,1,0.209,DFS
29,233,16.069,1,0,0.5739,BFS
31,71,4.581,8,1,0.1527,DFS
21,161,15.333,1,1,0.7667,ASTAR
29,384,26.483,7,0,0.9458,DFS
32,280,17.5,2,1,0.5645,ASTAR
18,26,2.889,4,0,0.1699,BFS
47,534,22.723,8,1,0.494,ASTAR
44,701,31.864,5,1,0.741,ASTAR
38,53,2.789,1,1,0.0754,HILL
12,36,6.0,2,0,0.5455,BFS
43,511,23.767,9,0,0.5659,DFS
24,259,21.583,2,0,0.9384,BFS
41,709,34.585,1,1,0.8646,ASTAR
49,141,5.755,4,0,0.1199,BFS
50,151,6.04,5,0,0.1233,BFS
20,170,17.0,2,0,0.8947,BFS
48,498,20.75,2,0,0.4415,BFS
35,366,20.914,2,0,0.6151,BFS
23,217,18.87,1,0,0.8577,BFS
